Source_ID,SS,SSBS
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  171
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  172
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  173
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  174
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  175
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  176
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  177
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  178
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  179
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  18
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  180
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  181
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  182
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  183
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  184
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  185
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  186
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  187
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  188
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  189
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  19
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  190
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  191
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  192
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  193
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  194
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  195
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  196
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  197
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  198
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  199
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  2
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  20
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  200
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  201
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  202
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  203
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  204
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  205
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  206
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  207
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  208
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  209
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  21
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  210
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  211
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  212
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  213
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  214
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  215
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  216
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  217
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  218
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  219
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  22
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  220
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  221
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  222
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  223
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  224
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  225
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  226
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  227
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  228
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  229
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  23
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  230
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  231
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  232
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  233
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  234
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  235
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  236
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  237
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  238
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  239
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  24
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  240
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  241
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  242
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  243
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  244
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  245
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  246
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  247
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  248
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  249
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  25
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  250
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  251
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  252
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  253
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  254
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  255
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  256
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  257
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  258
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  259
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  26
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  260
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  261
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  262
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  263
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  264
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  265
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  266
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  267
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  268
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  269
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  27
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  270
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  271
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  272
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  273
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  274
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  275
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  276
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  277
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  278
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  279
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  28
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  280
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  281
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  282
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  283
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  284
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  285
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  286
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  287
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  288
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  29
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  3
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  30
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  31
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  32
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  33
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  34
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  35
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  36
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  37
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  38
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  39
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  4
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  40
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  41
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  42
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  43
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  44
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  45
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  47
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  48
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  5
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  51
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  52
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  53
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  54
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  55
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  56
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  6
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  61
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  65
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  66
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  67
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  68
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  69
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  7
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  70
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  71
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  72
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  73
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  74
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  75
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  76
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  77
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  78
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  79
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  8
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  80
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  81
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  82
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  83
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  84
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  85
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  86
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  87
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  88
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  89
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  9
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  90
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  91
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  92
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  93
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  94
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  95
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  96
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  97
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  98
DI1_2012__Roes,DI1_2012__Roes 1,DI1_2012__Roes 1  99
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  1
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  10
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  11
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  12
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  13
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  14
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  15
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  16
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  17
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  18
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  19
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  2
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  20
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  21
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  22
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  23
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  24
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  25
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  26
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  27
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  28
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  29
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  3
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  30
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  31
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  32
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  33
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  34
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  35
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  36
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  37
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  38
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  39
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  4
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  40
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  41
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  42
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  43
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  44
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  45
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  46
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  47
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  48
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  49
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  5
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  50
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  51
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  52
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  53
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  54
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  55
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  56
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  57
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  58
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  59
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  6
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  60
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  61
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  62
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  63
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  64
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  65
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  66
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  67
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  68
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  69
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  7
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  70
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  71
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  72
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  73
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  74
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  8
DI1_2013__Azhar,DI1_2013__Azhar 1,DI1_2013__Azhar 1  9
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 1 1
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 1 2
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 2 3
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 2 4
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 3 5
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 3 6
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 4 7
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 4 8
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 5 10
DI1_2013__Faruk,DI1_2013__Faruk 1,DI1_2013__Faruk 1 5 9
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 1
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 10
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 11
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 12
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 2
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 3
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 4
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 5
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 6
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 7
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 8
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 1 9
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 13
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 14
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 15
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 16
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 17
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 18
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 19
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 20
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 21
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 22
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 23
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 2 24
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 25
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 26
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 27
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 28
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 29
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 30
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 31
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 32
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 33
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 34
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 35
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 3 36
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 37
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 38
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 39
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 40
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 41
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 42
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 43
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 44
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 45
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 46
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 47
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 4 48
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 49
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 50
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 51
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 52
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 53
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 54
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 55
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 56
DI1_2013__Rousseau,DI1_2013__Rousseau 1,DI1_2013__Rousseau 1 5 57
