Source_ID,SS,SSBS
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  148
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  149
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  15
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  150
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  151
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  152
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  153
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  154
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  155
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  156
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  157
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  158
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  159
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  16
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  160
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  161
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  162
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  163
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  164
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  165
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  166
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  167
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  168
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  169
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  17
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  170
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  171
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  172
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  173
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  174
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  175
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  176
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  177
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  178
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  179
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  18
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  180
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  181
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  182
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  183
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  184
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  185
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  186
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  187
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  188
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  189
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  19
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  190
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  191
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  192
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  193
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  194
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  195
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  196
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  197
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  198
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  199
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  2
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  20
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  200
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  201
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  202
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  203
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  204
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  205
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  206
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  207
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  208
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  209
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  21
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  210
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  211
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  212
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  22
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  23
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  24
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  25
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  26
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  27
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  28
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  29
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  3
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  30
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  31
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  32
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  33
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  34
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  35
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  36
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  37
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  38
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  39
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  4
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  40
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  41
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  42
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  43
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  44
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  45
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  46
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  47
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  48
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  49
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  5
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  50
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  51
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  52
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  53
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  54
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  55
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  56
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  57
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  58
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  59
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  6
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  60
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  61
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  62
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  63
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  64
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  65
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  66
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  67
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  68
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  69
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  7
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  70
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  71
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  72
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  73
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  74
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  75
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  76
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  77
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  78
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  79
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  8
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  80
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  81
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  82
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  83
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  84
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  85
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  86
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  87
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  88
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  89
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  9
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  90
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  91
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  92
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  93
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  94
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  95
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  96
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  97
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  98
HZ1_2009__McShea,HZ1_2009__McShea 1,HZ1_2009__McShea 1  99
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  1
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  2
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  3
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  4
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  5
HZ1_2011__Herrera,HZ1_2011__Herrera 1,HZ1_2011__Herrera 1  6
HZ1_2012__Kittle,HZ1_2012__Kittle 1,HZ1_2012__Kittle 1  1
HZ1_2012__Kittle,HZ1_2012__Kittle 1,HZ1_2012__Kittle 1  2
HZ1_2012__Kittle,HZ1_2012__Kittle 1,HZ1_2012__Kittle 1  3
HZ1_2012__Kittle,HZ1_2012__Kittle 1,HZ1_2012__Kittle 1  4
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  1
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  10
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  11
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  12
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  13
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  14
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  15
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  16
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  17
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  18
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  19
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  2
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  20
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  21
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  22
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  23
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  24
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  25
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  26
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  27
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  28
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  29
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  3
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  30
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  31
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  32
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  4
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  5
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  6
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  7
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  8
HZ1_2012__Kutt,HZ1_2012__Kutt 1,HZ1_2012__Kutt 1  9
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  1
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  10
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  11
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  12
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  13
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  14
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  15
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  16
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  17
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  18
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  19
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  2
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  20
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  21
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  22
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  23
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  24
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  25
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  26
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  27
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  28
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  3
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  4
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  5
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  6
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  7
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  8
HZ1_2013__Garmendia,HZ1_2013__Garmendia 1,HZ1_2013__Garmendia 1  9
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  1
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  10
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  11
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  12
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  13
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  14
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  15
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  16
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  17
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  18
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  19
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  2
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  20
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  21
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  22
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  23
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  24
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  25
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  26
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  27
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  28
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  29
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  3
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  30
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  31
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  32
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  33
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  34
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  35
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  36
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  37
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  38
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  39
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  4
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  40
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  5
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  6
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  7
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  8
HZ1_2014__Cassano,HZ1_2014__Cassano 1,HZ1_2014__Cassano 1  9
JD1_2004__Alcala,JD1_2004__Alcala 1,JD1_2004__Alcala 1  1
JD1_2004__Alcala,JD1_2004__Alcala 1,JD1_2004__Alcala 1  2
JD1_2004__Alcala,JD1_2004__Alcala 1,JD1_2004__Alcala 1  3
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  1
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  10
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  11
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  12
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  13
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  14
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  15
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  16
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  17
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  18
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  19
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  2
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  20
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  21
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  22
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  23
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  3
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  4
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  5
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  6
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  7
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  8
JD1_2009__Watling,JD1_2009__Watling 1,JD1_2009__Watling 1  9
JD1_2010__Caceres,JD1_2010__Caceres 1,JD1_2010__Caceres 1  1
JD1_2010__Caceres,JD1_2010__Caceres 1,JD1_2010__Caceres 1  2
JD1_2010__Caceres,JD1_2010__Caceres 1,JD1_2010__Caceres 1  3
JD1_2010__Caceres,JD1_2010__Caceres 1,JD1_2010__Caceres 1  5
JD1_2010__Caceres,JD1_2010__Caceres 2,JD1_2010__Caceres 2  1
JD1_2010__Caceres,JD1_2010__Caceres 2,JD1_2010__Caceres 2  2
JD1_2010__Caceres,JD1_2010__Caceres 2,JD1_2010__Caceres 2  3
JD1_2010__Caceres,JD1_2010__Caceres 2,JD1_2010__Caceres 2  4
JD1_2010__Sodhi,JD1_2010__Sodhi 1,JD1_2010__Sodhi 1  1
JD1_2010__Sodhi,JD1_2010__Sodhi 1,JD1_2010__Sodhi 1  2
JD1_2010__Sodhi,JD1_2010__Sodhi 1,JD1_2010__Sodhi 1  3
JD1_2010__Sodhi,JD1_2010__Sodhi 1,JD1_2010__Sodhi 1  4
JD1_2010__Sodhi,JD1_2010__Sodhi 1,JD1_2010__Sodhi 1  6
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  1
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  11
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  16
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  2
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  27
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  28
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  3
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  34
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  35
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  37
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  38
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  40
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  41
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  7
JD1_2010__Wang,JD1_2010__Wang 1,JD1_2010__Wang 1  8
JD1_2010__Wang,JD1_2010__Wang 2,JD1_2010__Wang 2  1
JD1_2010__Wang,JD1_2010__Wang 2,JD1_2010__Wang 2  11
JD1_2010__Wang,JD1_2010__Wang 2,JD1_2010__Wang 2  2
